year,naics_name,naics,soc_name,soc,num_ppl,num_ppl_moe,avg_wage,avg_wage_moe
2016,"Construction, & mining & oil & gas field machinery manufacturing ","3331M","Computer programmers","151131",229,265.215,69972.4,60398.6
2016,"Car Dealers","4411","Computer programmers","151131",263,227.621,115849.0,18675.7
2016,"Not specified wholesale trade","42S","Computer programmers","151131",382,395.07,86069.6,24121.9
2016,"Plastics product manufacturing","3261","Computer programmers","151131",427,323.281,73707.3,20570.0
2016,"Motor vehicle & motor vehicle parts & supplies merchant wholesalers","4231","Computer programmers","151131",430,291.565,116562.0,9748.53
2016,"Not specified retail trade","4MS","Computer programmers","151131",444,314.542,127546.0,77739.1
2016,"Pharmacies & drug stores","44611","Computer programmers","151131",461,394.404,56063.6,43968.2
2016,"Miscellaneous nondurable goods merchant wholesalers","4249Z","Computer programmers","151131",477,419.635,88095.3,13620.2
2016,"Religious organizations","8131","Computer programmers","151131",482,317.0,36704.6,46704.7
2016,"Sewage treatment facilities","22132","Computer programmers","151131",491,432.755,72045.6,8101.2
2016,"Sporting & athletic goods, & doll, toy & game manufacturing  ","3399M","Computer programmers","151131",510,377.056,68484.4,24350.7
2016,"Business, professional, political, & similar organizations","8139Z","Computer programmers","151131",560,416.585,84952.3,27106.3
2016,"Drugs, sundries, & chemical & allied products merchant  wholesalers ","424M","Computer programmers","151131",567,377.271,115340.0,28570.8
2016,"Natural gas distribution","2212P","Computer programmers","151131",601,503.659,97888.6,25432.7
2016,"Industrial & miscellaneous chemicals","325M","Computer programmers","151131",631,441.85,117262.0,29592.8
2016,"Household appliances & electrical & electronic goods merchant wholesalers","4236","Computer programmers","151131",642,383.221,68782.2,19281.0
2016,"Grocery & related product merchant wholesalers","4244","Computer programmers","151131",710,456.219,78767.8,11151.2
2016,"Building material & supplies dealers","4441Z","Computer programmers","151131",726,447.112,79144.2,31996.1
2016,"Air transportation","481","Computer programmers","151131",730,509.629,100412.0,27566.6
2016,"Travel arrangements & reservation services","5615","Computer programmers","151131",744,558.158,78053.5,22002.7
2016,"Mail-order houses","454113","Computer programmers","151131",746,590.785,98672.0,23332.0
2016,"Libraries & archives","51912","Computer programmers","151131",751,470.871,37103.9,11917.9
2016,"Miscellaneous fabricated metal products manufacturing","332MZ","Computer programmers","151131",757,474.887,77025.2,10213.4
2016,"Electronic & precision equipment repair and maintenance","8112","Computer programmers","151131",763,510.216,84365.4,17926.2
2016,"Metalworking machinery manufacturing","3335","Computer programmers","151131",783,517.759,69252.1,18689.1
2016,"Management of companies & enterprises","55","Computer programmers","151131",787,529.481,104129.0,21837.6
2016,"Management of companies & enterprises","55","Computer programmers","151131",787,529.481,104129.0,21837.6
2016,"Motion pictures & video industries","5121","Computer programmers","151131",796,621.393,89555.1,32240.7
2016,"Other schools & instruction and educational support services","611M3","Computer programmers","151131",865,474.966,85731.2,14034.1
2016,"Clothing stores","4481","Computer programmers","151131",880,479.743,76295.7,26689.3
2016,"Legal services","5411","Computer programmers","151131",891,529.622,71770.9,15957.5
2016,"Department stores & discount stores","45211","Computer programmers","151131",900,611.413,77908.9,24464.1
2016,"Petroleum refining","32411","Computer programmers","151131",934,561.652,62335.0,21841.2
2016,"Iron & steel mills & steel product manufacturing","331M","Computer programmers","151131",986,557.582,69750.4,14235.7
2016,"Restaurants & Food Services","722Z","Computer programmers","151131",1009,558.251,63213.2,17505.0
2016,"Grocery Stores","4451","Computer programmers","151131",1022,510.645,76538.2,16047.5
2016,"Truck transportation","484","Computer programmers","151131",1029,570.624,94681.0,16498.8
2016,"Services incidental to transportation","488","Computer programmers","151131",1039,506.558,76285.8,18452.3
2016,"Offices of physicians","6211","Computer programmers","151131",1059,699.206,73279.0,23252.9
2016,"Rail transportation","482","Computer programmers","151131",1062,851.354,73070.1,42489.0
2016,"Savings institutions, including credit unions ","5221M","Computer programmers","151131",1075,551.732,70710.8,21320.0
2016,"Furniture & home furnishings stores","442","Computer programmers","151131",1092,1044.51,75371.6,14310.6
2016,"Miscellaneous manufacturing, n.e.c.  ","3399ZM","Computer programmers","151131",1155,536.868,70174.4,20242.0
2016,"Other professional, scientific & technical services ","5419Z","Computer programmers","151131",1244,582.747,81533.9,10303.2
2016,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.","335M","Computer programmers","151131",1262,750.807,80114.4,9856.71
2016,"Investigation & security services","5616","Computer programmers","151131",1275,572.813,103855.0,52809.5
2016,"Civic, social, advocacy organizations, & grantmaking & giving services","813M","Computer programmers","151131",1407,1009.28,64982.5,34145.4
2016,"Periodical, book, & directory publishers","5111Z","Computer programmers","151131",1410,659.581,75546.1,13622.9
2016,"Business support services","5614","Computer programmers","151131",1486,706.555,68111.4,21372.8
2016,"Administration of environmental quality & housing programs","92M1","Computer programmers","151131",1548,648.026,73997.7,11219.7
2016,"Amusement & Recreation","713Z","Computer programmers","151131",1553,952.549,84977.4,27505.5
2016,"Not specified manufacturing industries","3MS","Computer programmers","151131",1561,848.242,56230.8,21584.7
2016,"Administration of human resource programs","923","Computer programmers","151131",1614,661.72,72208.6,12756.1
2016,"Justice, public order, & safety activities ","92MP","Computer programmers","151131",1621,696.455,74936.3,16213.0
2016,"Furniture & related product manufacturing","337","Computer programmers","151131",1628,831.057,54701.1,10681.3
