year,naics_name,naics,soc_name,soc,num_ppl,num_ppl_moe,avg_wage,avg_wage_moe
2014,"U. S. Air Force","928110P2","Computer programmers","151131",342,320.752,22490.5,6045.27
2014,"Civic, social, advocacy organizations, & grantmaking & giving services","813M","Computer programmers","151131",1831,895.196,37005.7,10610.8
2014,"Business, professional, political, & similar organizations","8139Z","Computer programmers","151131",678,500.171,39838.7,28456.1
2014,"Other schools & instruction and educational support services","611M3","Computer programmers","151131",1338,719.613,41992.1,23548.4
2014,"Not specified manufacturing industries","3MS","Computer programmers","151131",513,350.429,43450.7,11117.7
2014,"Religious organizations","8131","Computer programmers","151131",1144,686.331,45268.8,23520.8
2014,"Industrial & miscellaneous chemicals","325M","Computer programmers","151131",1316,819.944,50705.9,13742.2
2014,"Sporting & athletic goods, & doll, toy & game manufacturing  ","3399M","Computer programmers","151131",933,506.153,51576.1,21724.2
2014,"Administration of environmental quality & housing programs","92M1","Computer programmers","151131",1139,640.778,51916.6,16120.4
2014,"Machine shops; turned product; screw, nut & bolt manufacturing  ","3327","Computer programmers","151131",996,540.607,52997.8,9206.76
2014,"Investigation & security services","5616","Computer programmers","151131",1344,890.628,53439.0,8338.76
2014,"Miscellaneous manufacturing, n.e.c.  ","3399ZM","Computer programmers","151131",1225,744.518,53504.1,17135.1
2014,"Furniture & related product manufacturing","337","Computer programmers","151131",542,411.439,54367.9,12957.8
2014,"Elementary & secondary schools","6111","Computer programmers","151131",3958,1120.05,54893.0,10322.2
2014,"Colleges, universities & professional schools, including junior colleges","611M1","Computer programmers","151131",20850,2935.08,55622.6,4472.85
2014,"Miscellaneous wood products","3219ZM","Computer programmers","151131",396,288.592,56624.6,15962.6
2014,"Real estate","531","Computer programmers","151131",2276,1102.56,59394.1,13367.7
2014,"Building material & supplies dealers","4441Z","Computer programmers","151131",1029,817.235,60661.5,23546.8
2014,"Other professional, scientific & technical services ","5419Z","Computer programmers","151131",3099,1172.53,62122.6,10775.8
2014,"Specialized design services","5414","Computer programmers","151131",1077,656.323,63785.9,26203.0
2014,"Metalworking machinery manufacturing","3335","Computer programmers","151131",851,559.935,64370.9,13041.1
2014,"Truck transportation","484","Computer programmers","151131",621,394.556,65792.8,8466.99
2014,"Grocery & related product merchant wholesalers","4244","Computer programmers","151131",608,499.768,65816.3,23307.2
2014,"Iron & steel mills & steel product manufacturing","331M","Computer programmers","151131",1306,718.533,67099.6,11397.1
2014,"Outpatient care centers","6214","Computer programmers","151131",1043,710.732,67345.9,31120.6
2014,"Air transportation","481","Computer programmers","151131",784,534.898,67869.3,16167.8
2014,"Administration of economic programs & space research","92M2","Computer programmers","151131",2345,785.358,68289.4,8099.63
2014,"Printing & related support activities","3231","Computer programmers","151131",3402,1309.14,68602.0,11374.6
2014,"Structural metals, & boiler, tank, & shipping container manufacturing ","332M","Computer programmers","151131",1253,597.678,69060.3,11452.9
2014,"Machinery manufacturing, n.e.c. or not specified","333MS","Computer programmers","151131",2236,971.206,69164.4,14766.6
2014,"Other administrative & other support services","561M","Computer programmers","151131",843,597.505,69414.5,10162.0
2014,"Office supplies & stationery stores","45321","Computer programmers","151131",964,561.835,69474.6,26135.9
2014,"Sporting goods, and hobby & toy stores ","4511M","Computer programmers","151131",526,413.605,69508.5,20842.3
2014,"Professional & commercial equipment & supplies merchant wholesalers","4234","Computer programmers","151131",2897,1103.2,70172.4,9799.38
2014,"Architectural, engineering & related services","5413","Computer programmers","151131",7749,1727.18,71064.7,8075.35
2014,"Department stores & discount stores","45211","Computer programmers","151131",2483,805.311,71140.5,17649.6
2014,"Individual & family services","6241","Computer programmers","151131",577,336.921,71283.6,14453.5
2014,"Executive offices & legislative bodies","9211MP","Computer programmers","151131",7092,1510.69,71984.3,6095.41
2014,"Household appliances & electrical & electronic goods merchant wholesalers","4236","Computer programmers","151131",1369,639.971,72708.2,17800.0
2014,"Hospitals","622","Computer programmers","151131",8289,1909.62,73279.6,6341.89
2014,"Administration of human resource programs","923","Computer programmers","151131",3103,950.067,74252.7,7996.78
2014,"Business support services","5614","Computer programmers","151131",4353,1340.64,74897.6,12705.4
2014,"Electronics stores","443142","Computer programmers","151131",5852,1598.71,75280.3,12517.3
2014,"Machinery, equipment, & supplies merchant wholesalers     ","4238","Computer programmers","151131",467,339.494,75331.7,19364.1
2014,"Savings institutions, including credit unions ","5221M","Computer programmers","151131",719,383.694,75577.2,13756.0
2014,"Data processing, hosting & related services","5182","Computer programmers","151131",3695,1031.19,75765.3,12774.9
2014,"Grocery Stores","4451","Computer programmers","151131",777,519.686,77093.2,10145.7
2014,"Broadcasting (except internet)","515","Computer programmers","151131",3643,1343.7,77409.6,34611.7
2014,"Advertising, public relations & related services","5418","Computer programmers","151131",3965,1131.27,77894.2,11044.8
2014,"Accounting, tax preparation, bookkeeping & payroll services","5412","Computer programmers","151131",2137,903.13,78049.0,15170.2
2014,"Scientific research & development services","5417","Computer programmers","151131",6470,1495.21,78303.7,9459.13
2014,"Motor vehicle & motor vehicle parts & supplies merchant wholesalers","4231","Computer programmers","151131",323,249.468,78981.8,8808.1
2014,"Navigational, measuring, electromedical, & control instruments manufacturing","3345","Computer programmers","151131",2405,973.685,79461.4,10824.3
2014,"Support activities for mining","213","Computer programmers","151131",689,446.508,79898.3,26291.0
2014,"Services incidental to transportation","488","Computer programmers","151131",1443,858.455,80196.0,14326.8
2014,"National security & international affairs","928P","Computer programmers","151131",3170,1366.83,80786.6,12405.7
2014,"Motor vehicles & motor vehicle equipment manufacturing","336M","Computer programmers","151131",4951,1695.45,80897.0,10583.2
