year,naics_name,naics,soc_name,soc,num_ppl,num_ppl_moe,avg_wage,avg_wage_moe
2016,"Miscellaneous fabricated metal products manufacturing","332MZ","Computer programmers","151131",757,474.887,77025.2,10213.4
2016,"Construction, & mining & oil & gas field machinery manufacturing ","3331M","Computer programmers","151131",229,265.215,69972.4,60398.6
2016,"Machinery manufacturing, n.e.c. or not specified","333MS","Computer programmers","151131",2677,1031.68,83381.8,15230.2
2016,"Communications, & audio & video equipment manufacturing","334M1","Computer programmers","151131",1685,896.983,114023.0,23533.5
2016,"Electronic component & product manufacturing, n.e.c. ","334M2","Computer programmers","151131",7609,2313.44,99384.8,21628.2
2016,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.","335M","Computer programmers","151131",1262,750.807,80114.4,9856.71
2016,"Aircraft & parts manufacturing","33641M1","Computer programmers","151131",4944,2191.71,85340.8,6871.13
2016,"Aerospace products & parts manufacturing","33641M2","Computer programmers","151131",65,105.105,65493.2,9.64968e-12
2016,"Motor vehicles & motor vehicle equipment manufacturing","336M","Computer programmers","151131",3915,1264.54,82269.8,18540.7
2016,"Sporting & athletic goods, & doll, toy & game manufacturing  ","3399M","Computer programmers","151131",510,377.056,68484.4,24350.7
2016,"Miscellaneous manufacturing, n.e.c.  ","3399ZM","Computer programmers","151131",1155,536.868,70174.4,20242.0
2016,"Not specified manufacturing industries","3MS","Computer programmers","151131",1561,848.242,56230.8,21584.7
2016,"Miscellaneous nondurable goods merchant wholesalers","4249Z","Computer programmers","151131",477,419.635,88095.3,13620.2
2016,"Drugs, sundries, & chemical & allied products merchant  wholesalers ","424M","Computer programmers","151131",567,377.271,115340.0,28570.8
2016,"Not specified wholesale trade","42S","Computer programmers","151131",382,395.07,86069.6,24121.9
2016,"Building material & supplies dealers","4441Z","Computer programmers","151131",726,447.112,79144.2,31996.1
2016,"Health & personal care, except drug, stores ","446Z","Computer programmers","151131",179,224.076,81215.0,1218.21
2016,"Sporting goods, and hobby & toy stores ","4511M","Computer programmers","151131",89,148.701,100759.0,1.92994e-11
2016,"Bus service & urban transit","485M","Computer programmers","151131",223,173.046,110930.0,2497.39
2016,"Not specified retail trade","4MS","Computer programmers","151131",444,314.542,127546.0,77739.1
2016,"Periodical, book, & directory publishers","5111Z","Computer programmers","151131",1410,659.581,75546.1,13622.9
2016,"Telecommunications, except wired telecommunications carriers ","517Z","Computer programmers","151131",3039,975.655,82262.1,11078.3
2016,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals","5191ZM","Computer programmers","151131",390,330.074,286651.0,193516.0
2016,"Savings institutions, including credit unions ","5221M","Computer programmers","151131",1075,551.732,70710.8,21320.0
2016,"Nondepository credit & related activities","522M","Computer programmers","151131",6098,1483.79,81935.3,10060.2
2016,"Banking & related activities","52M1","Computer programmers","151131",16292,2437.21,105833.0,9150.07
2016,"Securities, commodities, funds, trusts & other financial investments","52M2","Computer programmers","151131",8836,1748.56,132400.0,16992.4
2016,"Commercial, industrial & other intangible assets rental & leasing","53M","Computer programmers","151131",447,447.626,97454.3,9351.96
2016,"Other professional, scientific & technical services ","5419Z","Computer programmers","151131",1244,582.747,81533.9,10303.2
2016,"Services to buildings & dwellings (except cleaning during construction & immediately after construction)","5617Z","Computer programmers","151131",203,248.302,82964.7,3199.11
2016,"Other administrative & other support services","561M","Computer programmers","151131",1712,724.658,70715.0,18699.1
2016,"Colleges, universities & professional schools, including junior colleges","611M1","Computer programmers","151131",18382,2849.47,53574.3,4225.38
2016,"Business, technical & trade schools and training","611M2","Computer programmers","151131",506,477.836,43505.5,15734.1
2016,"Other schools & instruction and educational support services","611M3","Computer programmers","151131",865,474.966,85731.2,14034.1
2016,"Other health care services","621M","Computer programmers","151131",2478,1028.01,80100.0,9905.63
2016,"Residential care facilities, except skilled nursing facilities","623M","Computer programmers","151131",165,196.065,97717.7,3812.46
2016,"Amusement & Recreation","713Z","Computer programmers","151131",1553,952.549,84977.4,27505.5
2016,"Restaurants & Food Services","722Z","Computer programmers","151131",1009,558.251,63213.2,17505.0
2016,"Automotive repair & maintenance","8111Z","Computer programmers","151131",237,223.489,43194.5,31548.7
2016,"Business, professional, political, & similar organizations","8139Z","Computer programmers","151131",560,416.585,84952.3,27106.3
2016,"Civic, social, advocacy organizations, & grantmaking & giving services","813M","Computer programmers","151131",1407,1009.28,64982.5,34145.4
2016,"Executive offices & legislative bodies","9211MP","Computer programmers","151131",7482,1691.2,71711.8,4679.11
2016,"U. S. Air Force","928110P2","Computer programmers","151131",147,174.378,71641.6,1314.93
2016,"National security & international affairs","928P","Computer programmers","151131",2765,1120.03,90397.2,15446.4
2016,"Administration of environmental quality & housing programs","92M1","Computer programmers","151131",1548,648.026,73997.7,11219.7
2016,"Administration of economic programs & space research","92M2","Computer programmers","151131",2341,954.12,82335.3,12836.0
2016,"Justice, public order, & safety activities ","92MP","Computer programmers","151131",1621,696.455,74936.3,16213.0
