year,soc_name,soc,avg_wage,avg_wage_moe,avg_wage_rank
2015,"Agricultural & food scientists","191010",58196.6,4555.61,141.0
2015,"Web developers","151134",58072.6,2186.48,142.0
2016,"Speechlanguage pathologists","291127",58055.9,1693.37,153.0
2015,"Other healthcare practitioners & technical Occupations","299000",57982.6,2280.41,143.0
2015,"Transportation inspectors","536051",57956.3,3623.65,144.0
2016,"Claims adjusters, appraisers, examiners, & investigators","131030",57820.6,1409.29,154.0
2015,"Fundraisers","131131",57720.6,3316.55,145.0
2015,"Boilermakers","472011",57693.5,4828.24,146.0
2016,"Other Sales Workers","419099",57684.0,2454.16,155.0
2015,"Private detectives & investigators","339021",57670.4,3079.1,147.0
2014,"Tax examiners & collectors, & revenue agents","132081",57659.6,3407.47,138.0
2014,"Private detectives & investigators","339021",57625.3,2875.88,139.0
2014,"Firstline supervisors of production & operating workers","511011",57588.7,839.032,140.0
2016,"Firstline supervisors of correctional officers","331011",57560.9,2597.23,156.0
2014,"Speechlanguage pathologists","291127",57540.7,1885.06,141.0
2016,"Conservation scientists & foresters","191030",57529.3,3719.5,157.0
2016,"Gaming managers","119071",57507.4,5105.9,158.0
2014,"Firstline supervisors of protective service workers, all other","331099",57490.3,3007.42,142.0
2015,"Firstline supervisors of correctional officers","331011",57451.4,1778.74,148.0
2016,"Miscellaneous extraction workers, including roof bolters & helpers","4750XX",57355.5,3669.7,159.0
2015,"Postsecondary teachers","251000",57318.3,849.153,149.0
2016,"Miscellaneous legal support workers","232090",57259.1,2358.97,160.0
2016,"Pumping station operators","537070",57172.4,3043.41,161.0
2014,"Miscellaneous extraction workers, including roof bolters & helpers","4750XX",57069.0,2976.85,143.0
2016,"Construction & building inspectors","474011",57037.5,2266.39,162.0
2015,"News analysts, reporters & correspondents","273020",56966.8,4976.56,150.0
2014,"Crane & tower operators","537021",56829.7,2819.57,144.0
2015,"Editors","273041",56813.2,2580.4,151.0
2014,"Other healthcare practitioners & technical Occupations","299000",56726.4,3226.61,145.0
2015,"Firstline supervisors of protective service workers, all other","331099",56707.0,2894.59,152.0
2014,"Postsecondary teachers","251000",56701.0,1071.12,146.0
2014,"Appraisers & assessors of real estate","132021",56632.9,2884.54,147.0
2016,"Writers & authors","273043",56622.9,2684.62,163.0
2015,"Compensation, benefits, & job analysis specialists","131141",56601.2,3631.82,153.0
2014,"Transportation inspectors","536051",56598.2,2466.85,148.0
2016,"Aircraft mechanics & service technicians","493011",56449.2,1593.12,164.0
2014,"Logisticians","131081",56284.9,2693.4,149.0
2016,"Diagnostic related technologists & technicians","292030",56270.6,1194.52,165.0
2016,"Firstline supervisors of office & administrative support workers","431011",56219.7,804.329,166.0
2015,"Surveyors, cartographers, & photogrammetrists","171020",56080.2,3874.64,154.0
2015,"Speechlanguage pathologists","291127",56043.4,1808.43,155.0
2015,"Miscellaneous legal support workers","232090",56038.0,2285.16,156.0
2015,"Morticians, undertakers, & funeral directors","394031",55953.9,6868.42,157.0
2014,"Miscellaneous legal support workers","232090",55937.4,2942.56,150.0
2015,"Claims adjusters, appraisers, examiners, & investigators","131030",55831.2,1507.38,158.0
2014,"Training & development specialists","131151",55822.3,1869.54,151.0
2015,"Other Sales Workers","419099",55812.6,2601.16,159.0
2014,"Pumping station operators","537070",55782.2,3728.92,152.0
2014,"Earth drillers, except oil & gas","475021",55781.1,4506.23,153.0
2014,"Firstline supervisors of correctional officers","331011",55755.7,2054.37,154.0
2016,"Lodging managers","119081",55525.1,3240.08,167.0
2016,"Boilermakers","472011",55509.8,5547.74,168.0
2016,"Editors","273041",55464.6,2488.69,169.0
2016,"Electrical & electronics repairers, transportation equipment, & industrial & utility","49209X",55403.3,5990.19,170.0
2015,"Respiratory therapists","291126",55387.8,2226.16,160.0
2014,"Other Sales Workers","419099",55322.2,2352.59,155.0
2015,"Fire inspectors","332020",55247.8,3566.81,161.0
2015,"Chemical technicians","194031",55232.6,2163.66,162.0
2015,"Logisticians","131081",55221.9,1447.48,163.0
2014,"Miscellaneous social scientists, including survey researchers & sociologists","1930XX",55202.2,4093.16,156.0
2014,"Fire inspectors","332020",55183.4,4379.73,157.0
2015,"Electronic equipment installers & repairers, motor vehicles","492096",55161.9,11706.7,164.0
2014,"Editors","273041",55015.0,2104.64,158.0
2016,"Engineering technicians, except drafters","173020",54987.1,959.454,171.0
2016,"Chemical processing machine setters, operators, & tenders","519010",54984.5,2953.42,172.0
2015,"Biological technicians","194021",54970.4,6255.51,165.0
2016,"Respiratory therapists","291126",54960.7,1658.76,173.0
2015,"Buyers & purchasing agents, farm products","131021",54763.2,7987.03,166.0
2015,"Railtrack laying & maintenance equipment operators","474061",54726.2,3485.87,167.0
2014,"Radio & telecommunications equipment installers & repairers","492020",54725.2,1681.32,159.0
2015,"Tax examiners & collectors, & revenue agents","132081",54657.6,2523.1,168.0
2015,"Artists & related workers","271010",54611.3,3383.9,169.0
2015,"Engineering technicians, except drafters","173020",54527.2,1159.83,170.0
2016,"Announcers","273010",54482.5,5076.54,174.0
2015,"Diagnostic related technologists & technicians","292030",54474.8,1248.92,171.0
2015,"Tool & die makers","514111",54373.7,1739.29,172.0
2014,"Artists & related workers","271010",54310.3,3169.48,160.0
2016,"Explosives workers, ordnance handling experts, & blasters","475031",54276.3,6189.65,175.0
2016,"Morticians, undertakers, & funeral directors","394031",54215.1,3875.47,176.0
2016,"Chemical technicians","194031",54190.6,2872.92,177.0
2014,"Gaming managers","119071",54181.7,6983.84,161.0
2015,"Pumping station operators","537070",54155.7,4028.23,173.0
2014,"Tool & die makers","514111",54089.8,1946.27,162.0
2016,"Tax preparers","132082",54089.2,5362.89,178.0
2014,"Computer support specialists","151150",53966.2,887.093,163.0
2016,"Farmers, ranchers, & other agricultural managers","119013",53858.1,2339.23,179.0
2014,"Boilermakers","472011",53835.9,4762.75,164.0
2016,"Designers","271020",53830.9,1139.29,180.0
2014,"Morticians, undertakers, & funeral directors","394031",53813.1,4259.77,165.0
2014,"Conservation scientists & foresters","191030",53739.5,3487.47,166.0
2015,"Lodging managers","119081",53664.2,2595.81,174.0
2015,"Subway, streetcar, & other rail transportation workers","5340XX",53637.9,4102.0,175.0
2015,"Aircraft mechanics & service technicians","493011",53598.3,1373.89,176.0
2014,"Claims adjusters, appraisers, examiners, & investigators","131030",53547.0,1030.48,167.0
2014,"Firstline supervisors of office & administrative support workers","431011",53407.8,783.479,168.0
2014,"Control & valve installers & repairers","499010",53407.8,5279.52,169.0
2014,"Engineering technicians, except drafters","173020",53401.0,1127.92,170.0
2015,"Gaming managers","119071",53370.8,5383.88,177.0
2015,"Health diagnosing & treating practitioners, all other","291199",53357.1,12094.9,178.0
2015,"Designers","271020",53318.5,1168.52,179.0
2014,"Lodging managers","119081",53295.5,4549.78,171.0
2015,"Firstline supervisors of office & administrative support workers","431011",53295.1,675.298,180.0
2016,"Drafters","173010",53044.0,1667.47,181.0
2016,"Supervisors of transportation & material moving workers","531000",53003.6,1594.62,182.0
2016,"Television, video, & motion picture camera operators & editors","274030",52979.2,4297.1,183.0
2015,"Construction & building inspectors","474011",52952.3,2471.37,181.0
2016,"Sailors & marine oilers, & ship engineers","5350XX",52930.1,5658.02,184.0
2015,"Farmers, ranchers, & other agricultural managers","119013",52869.4,2091.72,182.0
2014,"Aircraft mechanics & service technicians","493011",52855.0,1570.79,172.0
2014,"Chemical processing machine setters, operators, & tenders","519010",52828.6,2214.55,173.0
2016,"Railtrack laying & maintenance equipment operators","474061",52813.2,8775.83,185.0
2015,"Riggers","499096",52807.6,5582.22,183.0
2014,"Compensation, benefits, & job analysis specialists","131141",52804.3,3241.99,174.0
2014,"Diagnostic related technologists & technicians","292030",52694.5,1316.28,175.0
2014,"Construction & building inspectors","474011",52678.8,2749.91,176.0
2016,"Control & valve installers & repairers","499010",52581.1,4516.13,186.0
2015,"Electrical & electronics repairers, transportation equipment, & industrial & utility","49209X",52569.7,5201.1,184.0
2016,"Electricians","472111",52381.4,760.11,187.0
2015,"Heavy vehicle & mobile equipment service technicians & mechanics","493040",52122.8,1657.35,185.0
2015,"Chemical processing machine setters, operators, & tenders","519010",51997.8,2828.14,186.0
2016,"Agricultural inspectors","452011",51907.0,3848.49,188.0
2016,"Precision instrument & equipment repairers","499060",51881.1,2779.98,189.0
2015,"Electricians","472111",51865.4,821.732,187.0
2014,"Electrical & electronics repairers, transportation equipment, & industrial & utility","49209X",51705.7,4422.61,177.0
2016,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other","2740XX",51647.6,2621.31,190.0
2016,"Production, planning, & expediting clerks","435061",51614.5,1631.34,191.0
2016,"Industrial & refractory machinery mechanics","49904X",51591.7,1054.92,192.0
2016,"Radio & telecommunications equipment installers & repairers","492020",51582.3,1471.21,193.0
2016,"Structural iron & steel workers","472221",51301.5,3248.65,194.0
2014,"Heavy vehicle & mobile equipment service technicians & mechanics","493040",51254.3,1361.09,178.0
2016,"Heavy vehicle & mobile equipment service technicians & mechanics","493040",51234.8,1251.6,195.0
2016,"Secondary school teachers","252030",51219.8,559.886,196.0
2014,"Chemical technicians","194031",51211.3,2461.74,179.0
2015,"Communications equipment operators, all other","432099",51205.3,9493.32,188.0
2014,"Supervisors of transportation & material moving workers","531000",51139.0,1649.13,180.0
2014,"Avionics technicians","492091",51010.5,3419.3,181.0
2015,"Supervisors of transportation & material moving workers","531000",50916.0,1470.82,189.0
2014,"Designers","271020",50913.5,1210.1,182.0
2016,"Probation officers & correctional treatment specialists","211092",50906.4,1323.99,197.0
2016,"Earth drillers, except oil & gas","475021",50871.1,3901.83,198.0
2015,"Radio & telecommunications equipment installers & repairers","492020",50866.3,1760.88,190.0
2014,"Farmers, ranchers, & other agricultural managers","119013",50668.9,1914.99,183.0
2015,"Water & wastewater treatment plant & system operators","518031",50637.5,1706.66,191.0
2015,"Maintenance workers, machinery","499043",50628.8,4332.7,192.0
2016,"Health diagnosing & treating practitioners, all other","291199",50627.2,9242.44,199.0
2016,"Telecommunications line installers & repairers","499052",50593.1,1636.66,200.0
2016,"Brokerage clerks","434011",50592.9,6794.9,201.0
2015,"Drafters","173010",50545.5,1576.52,193.0
2014,"Judicial law clerks","231012",50538.5,8959.7,184.0
2014,"Surveying & mapping technicians","173031",50340.6,3262.8,185.0
2014,"Television, video, & motion picture camera operators & editors","274030",50294.2,4699.63,186.0
2015,"Telecommunications line installers & repairers","499052",50293.1,1911.65,194.0
2015,"Television, video, & motion picture camera operators & editors","274030",50266.2,5330.41,195.0
2015,"Secondary school teachers","252030",50239.6,545.204,196.0
2015,"New accounts clerks","434141",50230.7,8756.94,197.0
2014,"Health diagnosing & treating practitioners, all other","291199",50202.3,9411.43,187.0
2016,"Artists & related workers","271010",50188.2,2192.06,202.0
2015,"Precision instrument & equipment repairers","499060",50049.6,3020.79,198.0
2016,"Dental hygienists","292021",50045.7,1878.92,203.0
2015,"Industrial & refractory machinery mechanics","49904X",49917.2,995.819,199.0
2016,"Statistical assistants","439111",49866.2,6136.33,204.0
2014,"Probation officers & correctional treatment specialists","211092",49785.2,1760.62,188.0
2015,"Brokerage clerks","434011",49778.6,8966.18,200.0
2014,"Drafters","173010",49733.7,1685.7,189.0
2015,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other","2740XX",49727.2,2494.31,201.0
2014,"Secondary school teachers","252030",49690.0,580.635,190.0
2014,"Precision instrument & equipment repairers","499060",49686.5,2713.63,191.0
2014,"Electricians","472111",49558.2,770.941,192.0
2015,"Paralegals & legal assistants","232011",49536.2,1497.05,202.0
2015,"Surveying & mapping technicians","173031",49492.0,4293.85,203.0
2015,"Tax preparers","132082",49488.9,3909.31,204.0
2016,"Postal service mail carriers","435052",49468.3,801.565,205.0
2014,"Postal service clerks","435051",49431.2,828.96,193.0
2015,"Probation officers & correctional treatment specialists","211092",49392.6,1663.64,205.0
2014,"Industrial & refractory machinery mechanics","49904X",49357.7,866.637,194.0
2016,"Pipelayers, plumbers, pipefitters, & steamfitters","472150",49280.4,1028.84,206.0
2015,"Statistical assistants","439111",49249.4,5338.82,206.0
2014,"Railtrack laying & maintenance equipment operators","474061",49232.5,4808.64,195.0
2015,"Postal service clerks","435051",49221.3,1499.29,207.0
2014,"Dental hygienists","292021",49157.0,1781.59,196.0
2016,"Construction equipment operators except paving, surfacing, & tamping equipment operators","47207X",49080.7,1156.09,207.0
2014,"Paralegals & legal assistants","232011",48994.6,1399.96,197.0
2015,"Dental hygienists","292021",48971.2,1908.56,208.0
2016,"Water & wastewater treatment plant & system operators","518031",48764.8,1637.13,208.0
2016,"Surveying & mapping technicians","173031",48741.6,2224.36,209.0
2014,"Telecommunications line installers & repairers","499052",48736.2,1663.55,198.0
2016,"Firstline supervisors of retail sales workers","411011",48695.0,598.833,210.0
2016,"Electric motor, power tool, & related repairers","492092",48666.8,3381.43,211.0
2015,"Announcers","273010",48626.2,6032.05,209.0
2014,"Tire builders","519197",48557.4,4509.93,199.0
2014,"Postal service mail carriers","435052",48549.5,901.029,200.0
2015,"Construction equipment operators except paving, surfacing, & tamping equipment operators","47207X",48529.9,1201.61,210.0
2015,"Postal service mail carriers","435052",48500.6,688.81,211.0
2016,"Maintenance workers, machinery","499043",48461.7,3790.57,212.0
2014,"Construction equipment operators except paving, surfacing, & tamping equipment operators","47207X",48369.5,1240.71,201.0
2014,"Tax preparers","132082",48292.4,4391.01,202.0
2014,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other","2740XX",48229.4,2701.27,203.0
2016,"Postal service clerks","435051",48124.6,1749.78,213.0
2016,"Machinists","514041",48083.3,1457.83,214.0
2016,"Forest & conservation workers","454011",47955.7,14594.7,215.0
2015,"Other education, training, & library workers","2590XX",47940.7,2230.91,212.0
2016,"Paralegals & legal assistants","232011",47928.8,1103.35,216.0
2016,"Bailiffs, correctional officers, & jailers","333010",47910.9,851.691,217.0
2014,"Water & wastewater treatment plant & system operators","518031",47887.4,1289.07,204.0
2015,"Agricultural & food science technicians","194011",47650.3,3960.02,213.0
2016,"Elementary & middle school teachers","252020",47637.9,289.606,218.0
2016,"Biological technicians","194021",47548.8,5201.48,219.0
2015,"Sailors & marine oilers, & ship engineers","5350XX",47542.0,3272.06,214.0
2014,"Agricultural inspectors","452011",47516.1,5599.84,205.0
2014,"Miscellaneous health technologists & technicians","292090",47416.1,3140.78,206.0
2016,"Other therapists, including exercise physiologists","29112X",47356.8,2101.74,220.0
2016,"Clinical laboratory technologists & technicians","292010",47353.5,1011.75,221.0
2014,"Locksmiths & safe repairers","499094",47288.9,8226.05,207.0
2016,"Postal service mail sorters, processors, & processing machine operators","435053",47264.8,2069.1,222.0
2014,"Announcers","273010",47250.3,8236.01,208.0
2016,"Military, rank not specified","559830",47167.8,2336.43,223.0
2014,"Production, planning, & expediting clerks","435061",47162.5,1232.34,209.0
2015,"Structural iron & steel workers","472221",47126.4,2369.5,215.0
2015,"Firstline supervisors of retail sales workers","411011",47118.2,520.187,216.0
2015,"Pipelayers, plumbers, pipefitters, & steamfitters","472150",47051.9,929.655,217.0
2014,"Electric motor, power tool, & related repairers","492092",46959.6,3259.58,210.0
2016,"Riggers","499096",46906.9,4630.54,224.0
2015,"Bailiffs, correctional officers, & jailers","333010",46678.9,871.357,218.0
2015,"Production, planning, & expediting clerks","435061",46643.2,1175.5,219.0
2016,"Other education, training, & library workers","2590XX",46619.7,1975.57,225.0
2014,"Bailiffs, correctional officers, & jailers","333010",46567.7,869.443,211.0
2016,"Miscellaneous health technologists & technicians","292090",46564.6,2295.79,226.0
2014,"Electronic equipment installers & repairers, motor vehicles","492096",46509.5,6581.2,212.0
2015,"Elementary & middle school teachers","252020",46452.9,278.204,220.0
2014,"Elementary & middle school teachers","252020",46374.8,263.406,213.0
2015,"Dietitians & nutritionists","291031",46211.2,3709.11,221.0
2016,"Eligibility interviewers, government programs","434061",46197.7,2494.64,227.0
2016,"Engine & other machine assemblers","512031",46195.6,3897.85,228.0
2014,"Firstline supervisors of retail sales workers","411011",46169.8,566.504,214.0
2015,"Archivists, curators, & museum technicians","254010",46165.5,3701.65,222.0
2016,"Special education teachers","252050",46158.7,975.646,229.0
2014,"Postal service mail sorters, processors, & processing machine operators","435053",46115.8,2083.1,215.0
2016,"Aircraft structure, surfaces, rigging, & systems assemblers","512011",46029.9,7288.11,230.0
2014,"Other education, training, & library workers","2590XX",45982.0,2267.45,216.0
2014,"Maintenance workers, machinery","499043",45936.1,2752.67,217.0
2016,"Avionics technicians","492091",45897.6,3590.64,231.0
2015,"Electric motor, power tool, & related repairers","492092",45897.1,3380.23,223.0
2014,"Brokerage clerks","434011",45817.2,4985.02,218.0
2014,"Pipelayers, plumbers, pipefitters, & steamfitters","472150",45805.2,1226.43,219.0
2014,"Machinists","514041",45711.7,1040.33,220.0
2015,"Clinical laboratory technologists & technicians","292010",45657.9,1420.74,224.0
2014,"Military, rank not specified","559830",45567.9,1292.05,221.0
2015,"Avionics technicians","492091",45536.8,3171.1,225.0
2014,"Computer control programmers & operators","514010",45523.4,1929.63,222.0
2015,"Military, rank not specified","559830",45484.0,1304.47,226.0
2014,"Biological technicians","194021",45442.4,2958.04,223.0
2014,"Clinical laboratory technologists & technicians","292010",45429.8,1298.11,224.0
2015,"Agricultural inspectors","452011",45403.6,4562.89,227.0
2016,"Heating, air conditioning, & refrigeration mechanics & installers","499021",45395.8,1007.0,232.0
2016,"Judicial law clerks","231012",45345.7,5442.55,233.0
2015,"Miscellaneous health technologists & technicians","292090",45328.2,3329.16,228.0
2014,"Archivists, curators, & museum technicians","254010",45313.6,2783.03,225.0
2016,"Fishing & hunting workers","453000",45289.8,6262.6,234.0
2015,"Machinists","514041",45281.3,791.474,229.0
2015,"Actors","272011",45256.9,8501.34,230.0
2016,"Tire builders","519197",45203.1,3973.23,235.0
2014,"Structural iron & steel workers","472221",45152.8,2095.0,226.0
2015,"Explosives workers, ordnance handling experts, & blasters","475031",45147.2,5137.42,231.0
2015,"Rolling machine setters, operators, & tenders, metal & plastic","514023",45062.9,4709.84,232.0
2014,"Sailors & marine oilers, & ship engineers","5350XX",45033.8,3651.35,227.0
2015,"Postal service mail sorters, processors, & processing machine operators","435053",44918.7,1867.7,233.0
2014,"Loan interviewers & clerks","434131",44882.2,2241.23,228.0
2016,"Loan interviewers & clerks","434131",44852.2,1582.68,236.0
2016,"Maintenance & repair workers, general","499071",44845.1,733.516,237.0
2015,"Computer control programmers & operators","514010",44803.6,1509.16,234.0
2016,"Social workers","211020",44794.1,468.759,238.0
2016,"Structural metal fabricators & fitters","512041",44713.0,2941.05,239.0
2014,"Dietitians & nutritionists","291031",44699.2,2801.11,229.0
2016,"Firstline supervisors of farming, fishing, & forestry workers","451011",44645.9,3079.85,240.0
2016,"Flight attendants","532031",44605.1,1737.71,241.0
2015,"Special education teachers","252050",44596.4,836.043,235.0
2016,"Actors","272011",44561.7,8418.76,242.0
2015,"Tire builders","519197",44525.9,3201.55,236.0
2016,"Archivists, curators, & museum technicians","254010",44457.4,2968.75,243.0
2016,"Computer operators","439011",44418.6,2233.65,244.0
2014,"Other therapists, including exercise physiologists","29112X",44389.4,1902.61,230.0
2016,"Meeting, convention, & event planners","131121",44380.6,1992.62,245.0
2016,"Dietitians & nutritionists","291031",44353.5,2533.21,246.0
2016,"Bus & truck mechanics & diesel engine specialists","493031",44338.4,943.779,247.0
2014,"Emergency medical technicians & paramedics","292041",44299.9,1985.22,231.0
2014,"Credit authorizers, checkers, & clerks","434041",44261.7,3323.82,232.0
2014,"Agricultural & food science technicians","194011",44199.4,4524.56,233.0
2015,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians","5360XX",44189.9,6718.78,237.0
2015,"Heating, air conditioning, & refrigeration mechanics & installers","499021",44178.2,772.664,238.0
2016,"Transportation security screeners","339093",44135.9,3006.58,248.0
2016,"Computer control programmers & operators","514010",44116.9,1424.16,249.0
2016,"Security & fire alarm systems installers","492098",44068.8,1777.5,250.0
2016,"Miscellaneous community & social service specialists, including health educators & community health workers","21109X",44048.4,2284.71,251.0
2015,"Credit authorizers, checkers, & clerks","434041",44019.4,4721.02,239.0
2016,"Clergy","212011",43974.4,831.697,252.0
2015,"Flight attendants","532031",43969.5,1785.6,240.0
2016,"Occupational therapy assistants & aides","312010",43944.8,3691.44,253.0
2016,"Locksmiths & safe repairers","499094",43936.9,3269.08,254.0
2014,"Security & fire alarm systems installers","492098",43865.8,2877.17,234.0
2016,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers","371012",43854.6,1830.02,255.0
2014,"Bus & truck mechanics & diesel engine specialists","493031",43847.9,861.994,235.0
2014,"Special education teachers","252050",43773.9,1054.45,236.0
2014,"Health practitioner support technologists & technicians","292050",43762.0,1779.68,237.0
2015,"Transportation security screeners","339093",43688.0,3125.15,241.0
2016,"Emergency medical technicians & paramedics","292041",43643.5,1540.58,256.0
2015,"Bus & truck mechanics & diesel engine specialists","493031",43641.3,841.855,242.0
2015,"Miscellaneous community & social service specialists, including health educators & community health workers","21109X",43552.7,2459.95,243.0
2016,"Firstline supervisors of gaming workers","391010",43434.1,2666.26,257.0
2014,"Eligibility interviewers, government programs","434061",43403.8,1510.8,238.0
2016,"Computer, automated teller, & office machine repairers","492011",43368.7,1392.25,258.0
2016,"Librarians","254021",43359.7,1361.84,259.0
2014,"Explosives workers, ordnance handling experts, & blasters","475031",43357.6,5226.11,239.0
2015,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers","371012",43297.1,2065.57,244.0
2014,"Social workers","211020",43263.4,511.546,240.0
2015,"Computer, automated teller, & office machine repairers","492011",43235.1,1623.98,245.0
2014,"Rolling machine setters, operators, & tenders, metal & plastic","514023",43186.4,6108.38,241.0
2015,"Social workers","211020",43180.3,542.813,246.0
2016,"Food service managers","119051",43151.3,1010.92,260.0
2015,"Metal furnace operators, tenders, pourers, & casters","514050",43130.5,2178.04,247.0
2014,"Firstline supervisors of gaming workers","391010",43065.6,2419.44,242.0
2014,"Actors","272011",43064.3,8629.37,243.0
2014,"Firstline supervisors of farming, fishing, & forestry workers","451011",42976.5,2751.3,244.0
2014,"Heating, air conditioning, & refrigeration mechanics & installers","499021",42928.2,1003.59,245.0
2016,"Dredge, excavating, & loading machine operators","537030",42926.0,2842.21,261.0
2015,"Librarians","254021",42922.6,1280.7,248.0
2016,"Sheet metal workers","472211",42911.5,1518.75,262.0
2015,"Emergency medical technicians & paramedics","292041",42782.9,2064.63,249.0
2015,"Security & fire alarm systems installers","492098",42764.7,2316.61,250.0
2014,"Maintenance & repair workers, general","499071",42741.4,768.199,246.0
2014,"Food service managers","119051",42737.8,1091.43,247.0
2015,"Other therapists, including exercise physiologists","29112X",42693.2,1385.8,251.0
2014,"Clergy","212011",42686.9,885.745,248.0
2014,"Aircraft structure, surfaces, rigging, & systems assemblers","512011",42672.6,4934.58,249.0
2014,"Furnace, kiln, oven, drier, & kettle operators & tenders","519051",42658.2,4530.36,250.0
2014,"Communications equipment operators, all other","432099",42627.4,7186.66,251.0
2014,"Computer, automated teller, & office machine repairers","492011",42607.0,1239.59,252.0
2016,"Welding, soldering, & brazing workers","514120",42583.4,764.086,263.0
2016,"Miscellaneous law enforcement workers","3330XX",42574.2,4710.6,264.0
2016,"Furnace, kiln, oven, drier, & kettle operators & tenders","519051",42510.2,4351.44,265.0
2014,"Insulation workers","472130",42505.9,3476.53,253.0
2016,"Metal furnace operators, tenders, pourers, & casters","514050",42489.7,3174.24,266.0
2014,"Librarians","254021",42465.6,1147.95,254.0
2015,"Maintenance & repair workers, general","499071",42441.4,701.919,252.0
2015,"Sheet metal workers","472211",42402.5,1348.95,253.0
2015,"Meeting, convention, & event planners","131121",42379.5,2342.17,254.0
2014,"Hazardous materials removal workers","474041",42325.6,4786.51,255.0
2015,"Loan interviewers & clerks","434131",42248.7,1511.02,255.0
2014,"Miscellaneous law enforcement workers","3330XX",42229.1,4501.5,256.0
2016,"Inspectors, testers, sorters, samplers, & weighers","519061",42216.5,744.6,267.0
2015,"Meter readers, utilities","435041",42118.4,5388.73,256.0
2014,"Transportation security screeners","339093",42097.6,2839.49,257.0
2014,"Metal furnace operators, tenders, pourers, & casters","514050",42078.5,2861.69,258.0
2016,"Automotive body & related repairers","493021",42077.1,1338.76,268.0
2015,"Animal control workers","339011",42052.1,3599.94,257.0
2016,"Glaziers","472121",42011.8,3285.41,269.0
2014,"Meeting, convention, & event planners","131121",41998.9,1986.85,259.0
2015,"Inspectors, testers, sorters, samplers, & weighers","519061",41979.4,748.843,258.0
2015,"Counselors","211010",41972.8,864.272,259.0
2015,"Food service managers","119051",41938.2,786.539,260.0
2014,"Flight attendants","532031",41888.4,1572.85,260.0
2015,"Home appliance repairers","499031",41879.6,4415.8,261.0
2016,"Agricultural & food science technicians","194011",41850.6,2512.55,270.0
2015,"Eligibility interviewers, government programs","434061",41779.8,1380.57,262.0
2015,"Clergy","212011",41716.6,883.497,263.0
2014,"Cargo & freight agents","435011",41710.9,5044.73,261.0
2016,"Counselors","211010",41699.5,584.851,271.0
2016,"Reservation & transportation ticket agents & travel clerks","434181",41678.1,2984.08,272.0
2014,"Miscellaneous community & social service specialists, including health educators & community health workers","21109X",41653.6,2175.8,262.0
2015,"Firstline supervisors of farming, fishing, & forestry workers","451011",41631.0,1899.87,264.0
2014,"Dredge, excavating, & loading machine operators","537030",41624.4,2840.04,263.0
2014,"Computer operators","439011",41585.6,2415.85,264.0
2016,"Paper goods machine setters, operators, & tenders","519196",41584.3,4117.28,273.0
2015,"Automotive body & related repairers","493021",41531.8,1572.76,265.0
2016,"Wholesale & retail buyers, except farm products","131022",41516.6,1930.96,274.0
2015,"Computer operators","439011",41365.8,1920.2,266.0
2015,"Locksmiths & safe repairers","499094",41325.6,3740.3,267.0
2014,"Entertainers & performers, sports & related workers, all other","272099",41317.2,6100.81,265.0
2016,"Travel agents","413041",41261.9,3314.63,275.0
2016,"Forging machine setters, operators, & tenders, metal & plastic","514022",41257.8,4617.78,276.0
2014,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers","371012",41139.0,1604.53,266.0
2015,"Welding, soldering, & brazing workers","514120",41094.7,579.92,268.0
2016,"Driver/sales workers & truck drivers","533030",41062.8,433.326,277.0
2016,"Home appliance repairers","499031",41043.1,3388.72,278.0
2015,"Hazardous materials removal workers","474041",41025.0,3454.61,269.0
2014,"Inspectors, testers, sorters, samplers, & weighers","519061",40965.1,596.336,267.0
2015,"Fishing & hunting workers","453000",40958.2,8324.22,270.0
2014,"Statistical assistants","439111",40955.9,3928.85,268.0
2014,"Wholesale & retail buyers, except farm products","131022",40859.8,1899.63,269.0
2016,"Communications equipment operators, all other","432099",40845.8,5762.76,279.0
2015,"Firstline supervisors of gaming workers","391010",40826.8,3387.16,271.0
2015,"Conveyor operators & tenders, & hoist & winch operators","5370XX",40822.9,3680.45,272.0
2016,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians","4990XX",40798.2,1309.32,280.0
2014,"Riggers","499096",40780.2,4480.26,270.0
2016,"Human resources assistants, except payroll & timekeeping","434161",40736.0,2730.91,281.0
2015,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians","4990XX",40661.7,995.739,273.0
2015,"Wholesale & retail buyers, except farm products","131022",40604.6,1641.87,274.0
2015,"Aircraft structure, surfaces, rigging, & systems assemblers","512011",40575.4,5883.47,275.0
2016,"New accounts clerks","434141",40515.2,4372.6,282.0
2014,"Conveyor operators & tenders, & hoist & winch operators","5370XX",40514.2,4468.88,271.0
2014,"Counselors","211010",40510.9,732.101,272.0
2016,"Meter readers, utilities","435041",40497.1,1869.93,283.0
2016,"Payroll & timekeeping clerks","433051",40492.0,979.622,284.0
2016,"Firstline supervisors of housekeeping & janitorial workers","371011",40477.7,1530.88,285.0
